Unnamed: 0,cust_id,income,age,years_with_bank,nbr_children,gender,marital_status,state_code,cc_acct_nbr,cc_acct_active,cc_starting_balance,cc_ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,cc_end_start_ratio,cq_av_wd,cq_av_dp,cq_n_wd,cq_n_dp,cq_end_start_ratio,cq_acct_nbr,cq_acct_active,cq_starting_balance,cq_ending_balance,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,sv_end_start_ratio,sv_acct_nbr,sv_acct_active,sv_starting_balance,sv_ending_balance,has_cq,has_cc,has_sv,av_spending,av_deposit,n_spending,n_deposit,total_balance_sept
20,1362649,8976,28,7,1,F ,2,NY  ,4561143213626490.0,1.0,187.17,1000.0,-100.5160294117647,506.66083333333336,68.0,12.0,5.342736549660737,-45.28753623188406,201.3753333333333,69.0,15.0,0.2262399762399762,13626492.0,1.0,134.68,30.47,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.8247590833968678,0.2806805450791465,0.8203592814371258,0.43548387096774194,0.38331202371302886
21,1362567,30664,56,6,1,F ,2,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-155.1240909090909,169.0774193548387,22.0,31.0,1.5515347139474205,13625673.0,1.0,3314.95,5143.26,0,0,1,0.8135567689436622,0.06702587305463666,0.1317365269461078,0.5,0.9015927952004177
22,1363383,21751,64,4,0,M ,2,CO  ,4561143213633830.0,1.0,1069.93,0.0,0.0,156.43285714285713,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,1.0,0.062013300560416845,0.0,0.11290322580645161,0.4655148732105853
23,1363036,24326,60,0,0,F ,2,WI  ,4561143213630360.0,1.0,0.0,1200.0,-126.5542105263158,456.06125,38.0,8.0,,-113.424776119403,206.6147619047619,67.0,21.0,0.0125260833880996,13630362.0,1.0,3301.91,41.36,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.7115698961157848,0.26269881820863233,0.62874251497006,0.46774193548387094,0.3672780888492465
24,1362506,76087,52,2,1,M ,2,CA  ,4561143213625060.0,1.0,0.0,4216.53,-464.80045454545456,1001.5133333333332,22.0,6.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,0.4413575735783385,0.39702111493461784,0.1317365269461078,0.0967741935483871,0.10801094760546565
26,1362975,36330,46,6,1,M ,2,NB  ,4561143213629750.0,1.0,556.1,525.5,-167.70736842105262,272.4725,19.0,12.0,0.944973925552958,-102.68629032258065,426.0946666666667,62.0,15.0,1.0963766711877545,13629752.0,0.0,258.05,282.92,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.6750145828551423,0.27692683275980723,0.4850299401197605,0.43548387096774194,0.4449474155443788
27,1363301,39991,40,0,0,F ,1,AZ  ,,,,0.0,0.0,0.0,0.0,0.0,,-207.5584615384616,218.6312,52.0,25.0,0.0507838095780747,13633012.0,1.0,5616.16,285.21,-235.0844444444444,101.845,9.0,22.0,1.4267838216691169,13633013.0,1.0,292.49,417.32,1,0,1,0.46798867208843553,0.12704355898141773,0.36526946107784436,0.7580645161290323,0.5250797838967098
28,1362771,24344,32,2,2,F ,2,IL  ,4561143213627710.0,1.0,1127.54,1200.0,-121.7213559322034,601.3858333333334,59.0,12.0,1.0642637955194494,-43.902972972972975,293.51363636363635,74.0,11.0,0.8755168795901994,13627712.0,1.0,162.03,141.86,-153.86583333333334,173.6,12.0,23.0,10.97356070814553,13627713.0,1.0,215.21,2361.62,1,1,1,0.6160056262739367,0.42357583932928733,0.8682634730538923,0.7419354838709677,0.5760321034799682
29,1362893,0,15,7,0,M ,1,OR  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-128.2625,66.60611111111112,4.0,18.0,3.360395085521561,13628933.0,1.0,290.57,976.43,0,0,1,0.8458416434016177,0.026404074328974535,0.023952095808383235,0.29032258064516125,0.5483027480931563
30,1363097,21663,54,4,1,F ,2,HI  ,4561143213630970.0,1.0,872.15,1100.0,-111.81365853658536,368.02,41.0,12.0,1.2612509316058018,-46.20449275362319,230.3192307692308,69.0,13.0,0.1208981001727115,13630972.0,1.0,220.02,26.6,-87.96000000000001,13.744615384615384,4.0,13.0,0.0560401221107719,13630973.0,1.0,183.44,10.28,1,1,1,0.7043595161328775,0.24264301127640417,0.6826347305389222,0.6129032258064516,0.37537687504875206
31,1363158,13148,48,8,0,M ,1,OH  ,4561143213631580.0,1.0,364.24,121.67,0.0,23.534166666666668,0.0,12.0,0.3340379969251043,-86.71961538461538,39.80176470588236,26.0,17.0,0.406447900840867,13631582.0,1.0,2659.16,1080.81,-145.04999999999998,92.87588235294118,3.0,17.0,2.4777384428538203,13631583.0,1.0,773.98,1917.72,1,1,1,0.7214367175352776,0.061925674264199815,0.17365269461077845,0.7419354838709677,0.7094331527950647
32,1362485,22690,25,4,0,F ,1,NY  ,4561143213624850.0,1.0,282.38,1100.0,-117.45947368421054,494.4966666666666,57.0,12.0,3.895460018414902,-77.37805970149253,313.7525,67.0,16.0,0.216846219849366,13624852.0,1.0,209.78,45.49,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.7658252883701594,0.32040710254645555,0.7425149700598803,0.45161290322580644,0.376106884985705
33,1362546,10025,35,5,0,F ,2,NY  ,4561143213625460.0,1.0,2340.61,1292.63,-117.56382352941176,759.9741666666667,68.0,12.0,0.5522620171664652,-95.91548387096776,168.721,62.0,20.0,0.0319249427021982,13625462.0,1.0,2657.17,84.83,-45.08,52.542,4.0,20.0,8.224831936260271,13625463.0,1.0,120.49,991.01,1,1,1,0.6892382581654151,0.38898321266345487,0.8023952095808383,0.8387096774193548,0.4471340539037302
34,1362954,43317,30,0,3,F ,2,CA  ,4561143213629540.0,1.0,0.0,1226.12,-269.1551612903225,889.7112500000001,31.0,8.0,,-198.2855555555556,203.885925925926,54.0,27.0,0.0548281431392604,13629542.0,1.0,5504.29,301.79,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.4381842493625937,0.43352510208763473,0.5089820359281437,0.564516129032258,0.38714436391631246
35,1363015,24545,52,2,1,F ,2,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,-55.01734375,265.4323076923077,64.0,13.0,0.7469122504667529,13630152.0,1.0,278.52,208.03,0.0,0.48,0.0,12.0,1.0151495226322296,13630153.0,1.0,380.21,385.97,1,0,1,0.9338748013105289,0.10541327545132086,0.38323353293413176,0.4032258064516129,0.5158779280944451
36,1363219,18036,36,6,2,F ,2,NY  ,4561143213632190.0,1.0,227.47,1000.0,-111.75372549019608,414.2383333333333,51.0,12.0,4.396184112190618,-113.63857142857144,136.2357142857143,63.0,21.0,0.0031214489459891,13632192.0,1.0,4312.1,13.46,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.7291015995873165,0.21821958116212756,0.6826347305389222,0.532258064516129,0.38186980895953654
37,1363484,10244,52,2,0,F ,1,MN  ,4561143213634840.0,1.0,867.01,408.08,-123.0473076923077,333.67,26.0,11.0,0.4706750787188152,-93.33833333333334,167.0225,54.0,16.0,0.0896050319688424,13634842.0,1.0,2600.97,233.06,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.7399266752792101,0.19848512044046795,0.47904191616766467,0.43548387096774194,0.4506755771402602
38,1362811,8011,82,2,0,F ,2,PA  ,4561143213628110.0,1.0,109.23,1000.0,-105.0629411764706,373.92333333333335,51.0,12.0,9.154994049253869,-89.76557142857143,233.08411764705883,70.0,17.0,0.1071431318998346,13628112.0,1.0,2599.7,278.54,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.7658361304223722,0.24063062062264678,0.7245508982035929,0.46774193548387094,0.40434495809861654
39,1362607,24450,44,4,1,M ,2,WA  ,4561143213626070.0,1.0,1957.45,903.36,-140.4362,736.2336363636364,50.0,11.0,0.461498377991775,-62.421875,258.0013333333333,64.0,15.0,0.5693463354122876,13626072.0,1.0,290.21,165.23,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.7561854207994434,0.3941358173058874,0.6826347305389222,0.4193548387096774,0.4029315706829365
40,1363280,7571,23,2,1,F ,4,TN  ,4561143213632800.0,1.0,328.17,1000.0,-105.755,437.9225,56.0,12.0,3.0472011457476307,-67.68573770491803,196.35047619047617,61.0,21.0,0.9794992743105948,13632802.0,1.0,275.6,269.95,-87.70777777777778,94.9092,9.0,25.0,13.769522426589225,13632803.0,1.0,123.96,1706.87,1,1,1,0.6861262958782217,0.28906327149739447,0.7544910179640719,0.9354838709677419,0.5483358147453528
41,1362872,17099,47,7,2,F ,3,CA  ,4561143213628720.0,1.0,292.41,1000.0,-115.9122641509434,458.4433333333333,53.0,12.0,3.4198556820902155,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,0.8606853589232472,0.18173665519614585,0.31736526946107785,0.1935483870967742,0.38072858552731975
42,1363076,47083,43,3,1,F ,2,NY  ,4561143213630760.0,1.0,6842.2,770.56,-306.4246153846154,1182.8441666666668,26.0,12.0,0.112618748355792,-129.51573770491802,293.7075,61.0,24.0,0.073249308866105,13630762.0,1.0,918.78,67.3,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.47604445253132466,0.5853363799036475,0.5209580838323353,0.5806451612903225,0.405888068534452
43,1362729,0,13,5,0,M ,1,NY  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.15,0.0,12.0,1.0149489245079313,13627293.0,1.0,120.41,122.21,0,0,1,1.0,5.946317962835499e-05,0.0,0.1935483870967742,0.4758766054283572
44,1362668,0,13,5,0,M ,1,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-59.73615384615385,78.205,13.0,26.0,6.875181150951335,13626683.0,1.0,213.91,1470.67,0,0,1,0.9282032760438069,0.03100211975223674,0.07784431137724551,0.4193548387096774,0.5902075229177335
45,1362933,19823,55,5,1,M ,2,OR  ,4561143213629330.0,1.0,767.27,899.08,-125.96241379310344,300.7708333333333,29.0,12.0,1.171790894991333,-44.265,187.91470588235296,70.0,17.0,1.8058423570888944,13629332.0,1.0,119.13,215.13,-133.1275,20.072857142857146,4.0,14.0,0.0639446160717608,13629333.0,1.0,268.67,17.18,1,1,1,0.6353985383382613,0.20168261273401303,0.6167664670658684,0.6935483870967741,0.40898192017201435
46,1362586,24476,46,6,0,F ,1,VA  ,4561143213625860.0,1.0,1374.28,3700.0,-117.02410256410256,215.25833333333333,39.0,12.0,2.6923188869808192,-41.25865671641791,190.53266666666664,67.0,15.0,1.554005722460658,13625862.0,1.0,167.76,260.7,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.8097603738540697,0.16086415416379896,0.6347305389221557,0.43548387096774194,0.1739093939815301
47,1363402,24368,63,3,0,F ,1,NY  ,4561143213634020.0,1.0,1119.41,1200.0,-67.123,120.45666666666666,20.0,12.0,1.0719932821754317,-138.32203389830508,232.19904761904763,59.0,21.0,0.0029200713930136,13634022.0,1.0,3294.44,9.62,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.7530761618005133,0.13980020057024872,0.47305389221556887,0.532258064516129,0.3645869720781797
48,1362525,6300,77,7,0,F ,1,IL  ,4561143213625250.0,1.0,2901.68,1051.01,-118.49454545454546,923.1116666666668,77.0,12.0,0.3622074108792148,-39.570882352941176,210.82416666666663,68.0,12.0,0.3724947360212119,13625252.0,1.0,256.46,95.53,-97.92357142857142,66.66285714285715,14.0,21.0,1.1012120147549622,13625253.0,1.0,284.65,313.46,1,1,1,0.6923275046915875,0.4759427706223576,0.9520958083832336,0.7258064516129032,0.4110803807921752
49,1362851,51608,39,4,0,M ,1,TX  ,,,,0.0,0.0,0.0,0.0,0.0,,-262.178,442.4008333333333,65.0,24.0,0.090081757300366,13628512.0,1.0,7059.92,635.97,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,0.6848889611831153,0.17537706813489326,0.38922155688622756,0.3870967741935484,0.5194364085885117
50,1363259,7335,28,7,1,M ,2,CA  ,4561143213632590.0,1.0,380.61,334.29,-113.63025,383.0741666666666,40.0,12.0,0.8783006226846378,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,0.8634281056437905,0.15185871988988295,0.23952095808383234,0.1935483870967742,0.43717166510094646
51,1362912,29064,35,5,3,M ,2,NY  ,4561143213629120.0,1.0,1299.01,1500.0,-87.8175,148.33583333333334,20.0,12.0,1.1547255217434815,-61.88057971014493,316.0515384615385,69.0,13.0,0.0729256388171116,13629122.0,1.0,174.15,12.7,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.8200782773293084,0.18409299804118795,0.5329341317365269,0.4032258064516129,0.3394122275392645
52,1362708,15246,29,4,0,M ,1,NY  ,4561143213627080.0,1.0,275.64,1000.0,-80.39666666666666,91.1375,21.0,12.0,3.627920475983167,-36.44597014925373,155.515625,67.0,16.0,1.1659390208989409,13627082.0,1.0,279.44,325.81,-112.05111111111113,46.19722222222222,18.0,18.0,0.7631784455296243,13627083.0,1.0,5006.85,3821.12,1,1,1,0.7248932149609156,0.11609208534067443,0.6347305389221557,0.7419354838709677,0.7323313855096842
53,1362973,17242,60,0,0,F ,1,PA  ,4561143213629730.0,1.0,0.0,734.81,-102.0475,296.458,36.0,10.0,,-99.80983050847458,199.178,59.0,20.0,0.3204137685036561,13629732.0,1.0,2803.5,898.28,-71.1,38.345882352941175,5.0,17.0,1.1303387981987054,13629733.0,1.0,2273.92,2570.3,1,1,1,0.6719333125998018,0.21168173725760084,0.5988023952095809,0.7580645161290323,0.6973010828904662
54,1363442,144157,58,5,0,M ,2,TX  ,,,,0.0,0.0,0.0,0.0,0.0,,-226.6582894736842,1271.51,76.0,13.0,0.1151544413808876,13634422.0,1.0,787.03,90.63,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,0.7275800065127097,0.5040535168616653,0.45508982035928147,0.2096774193548387,0.47319905446331967
55,1362769,27885,34,3,0,F ,1,CA  ,4561143213627690.0,1.0,0.0,553.09,-138.42382352941175,593.3314285714285,34.0,7.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,0.8336287757578513,0.2352091554419427,0.2035928143712575,0.11290322580645161,0.418620425355848
56,1362565,27492,49,9,0,F ,1,CA  ,4561143213625650.0,1.0,829.07,1358.19,-138.102,420.9066666666667,40.0,12.0,1.6382090776412124,-210.69134615384613,237.9973913043478,52.0,23.0,0.0471190264709921,13625652.0,1.0,5753.09,271.08,-119.272,81.18933333333332,5.0,15.0,2.944069069069069,13625653.0,1.0,319.68,941.16,1,1,1,0.4374335090636011,0.29338870845925963,0.5808383233532934,0.8064516129032258,0.4531403145232127
57,1363238,5788,35,5,2,F ,2,TX  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.24,0.0,12.0,1.0151970872249485,13632383.0,1.0,189.51,192.39,0,0,1,1.0,9.514108740536818e-05,0.0,0.1935483870967742,0.48182690709796877
58,1362891,0,15,7,0,F ,1,OR  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-117.745,96.48,4.0,15.0,2.2713973059586774,13628913.0,1.0,767.62,1743.57,0,0,1,0.8584825985952518,0.038246717136958014,0.023952095808383235,0.24193548387096775,0.6133457008264966
59,1362830,10933,18,3,0,F ,1,PA  ,4561143213628300.0,1.0,640.41,88.21,-119.99136363636364,271.95166666666665,22.0,12.0,0.1377398853859246,-51.922,210.50611111111112,65.0,18.0,4.630928377312177,13628302.0,1.0,114.07,528.25,-89.535,11.138571428571428,4.0,14.0,0.1499915923995291,13628303.0,1.0,237.88,35.68,1,1,1,0.6857659091821999,0.1956720558450496,0.5449101796407186,0.7096774193548387,0.5058494059872685
60,1363217,15724,41,1,0,F ,1,CA  ,4561143213632170.0,1.0,571.04,944.16,-137.15671875,708.7366666666667,64.0,12.0,1.6534043149341553,-97.1277049180328,241.18785714285715,61.0,14.0,0.0415731055519823,13632172.0,0.0,2658.69,110.53,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.7184141761679128,0.37657021728443607,0.7485029940119761,0.4193548387096774,0.39483448020918466
61,1363013,4435,65,5,0,F ,2,NY  ,4561143213630130.0,1.0,844.1,1000.0,-98.46884057971016,559.8183333333333,69.0,12.0,1.1846937566639024,-37.288939393939394,137.124375,66.0,16.0,0.0516298558341026,13630132.0,1.0,281.62,14.54,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,0.8368330863956137,0.276282863041982,0.8083832335329342,0.45161290322580644,0.38196137815023445
62,1363095,12396,60,0,0,F ,2,NY  ,,,,0.0,0.0,0.0,0.0,0.0,,-73.48519999999999,187.1057142857143,50.0,14.0,0.1512669279110374,13630952.0,1.0,1242.77,187.99,-141.30363636363634,25.37333333333333,11.0,15.0,0.4250002447932476,13630953.0,1.0,2042.54,868.08,1,0,1,0.7418458705428552,0.084231198505555,0.36526946107784436,0.46774193548387094,0.5550551280442516
63,1363482,9129,66,6,0,M ,2,CO  ,4561143213634820.0,0.0,2917.91,355.26,-107.22878048780488,887.1825,41.0,8.0,0.1217515276345055,0.0,0.0,0.0,0.0,,,,,0.0,-96.991,66.723,10.0,20.0,3.9917931883463273,13634823.0,1.0,121.85,486.4,0,1,1,0.7545487906061212,0.37814836063317264,0.30538922155688625,0.45161290322580644,0.47663374697736877
64,1362687,7431,37,7,1,F ,2,OR  ,4561143213626870.0,1.0,0.0,481.97,-99.98375,388.2157142857142,32.0,7.0,,-62.17833333333334,218.8678947368421,66.0,19.0,1.3918086782185308,13626872.0,1.0,139.66,194.38,-111.159,87.17052631578947,10.0,19.0,1.960971822785257,13626873.0,1.0,566.77,1111.42,1,1,1,0.6714961190499471,0.2752170557156828,0.6467065868263473,0.7258064516129032,0.53536436059269
65,1362605,16957,34,4,0,F ,2,TN  ,4561143213626050.0,1.0,705.21,1000.0,-168.58263157894737,245.8675,19.0,12.0,1.41801732817175,-46.2756862745098,100.56142857142856,51.0,21.0,0.0306118464722189,13626052.0,1.0,256.11,7.84,0.0,1.505,0.0,12.0,1.0304101838755304,13626053.0,1.0,593.88,611.94,1,1,1,0.7417623609255877,0.13792838462294754,0.4191616766467066,0.7258064516129032,0.4332774309076541
66,1362952,7633,53,3,0,F ,2,WA  ,4561143213629520.0,1.0,3038.8,782.77,-138.4532142857143,519.865,28.0,12.0,0.2575918125575885,-63.56708333333333,272.7888888888889,48.0,9.0,0.4426545247155399,13629522.0,1.0,1069.57,473.45,0.0,0.29,0.0,3.0,1.003751778860667,13629523.0,0.0,231.89,232.76,1,1,1,0.7571923431987645,0.31433976600137636,0.45508982035928147,0.3870967741935484,0.45902363502555454
