,cust_id,income,age,years_with_bank,nbr_children,gender,marital_status,state_code,cc_acct_nbr,cc_acct_active,cc_starting_balance,cc_ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,cc_end_start_ratio,cq_av_wd,cq_av_dp,cq_n_wd,cq_n_dp,cq_end_start_ratio,cq_acct_nbr,cq_acct_active,cq_starting_balance,cq_ending_balance,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,sv_end_start_ratio,sv_acct_nbr,sv_acct_active,sv_starting_balance,sv_ending_balance,has_cq,has_cc,has_sv,av_spending,av_deposit,n_spending,n_deposit,total_balance_sept
11,1363465,10516,41,1,1,M ,4,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,-95.92027027027028,135.60315789473685,37.0,19.0,0.6265497255594364,13634652.0,1.0,2605.3,1632.35,0.0,1.4533333333333331,0.0,12.0,1.0304108251377553,13634653.0,1.0,573.48,590.92,1,0,1,-31.973423423423426,45.68549707602339,37.0,31.0,2223.27
12,1363404,0,17,2,0,M ,1,OH  ,,,,0.0,0.0,0.0,0.0,0.0,,-36.8016393442623,165.24588235294118,61.0,17.0,3.175747059957586,13634042.0,1.0,259.35,823.63,-79.29400000000001,61.469,10.0,20.0,4.8187067984950565,13634043.0,1.0,114.29,550.73,1,0,1,-38.698546448087434,75.57162745098039,71.0,37.0,1374.3600000000001
13,1362588,6354,66,6,0,M ,2,WA  ,4561143213625880.0,1.0,453.45,1000.0,-134.98675675675676,373.4483333333333,37.0,12.0,2.2053148086889403,-44.26952380952381,150.8341176470588,63.0,17.0,0.0254476091385962,13625882.0,1.0,230.67,5.87,-91.36333333333334,50.22529411764705,12.0,17.0,0.0384950840469394,13625883.0,1.0,252.24,9.71,1,1,1,-90.20653796653797,191.5025816993464,112.0,46.0,-984.42
14,1363200,21015,18,3,0,M ,1,CA  ,4561143213632000.0,1.0,0.0,254.56,-109.23076923076924,289.0177777777778,26.0,9.0,,-91.64620689655172,165.16809523809525,58.0,21.0,0.340841119494072,13632002.0,1.0,2801.98,955.03,-173.06428571428572,111.555,7.0,22.0,11.860438696146115,13632003.0,1.0,114.43,1357.19,1,1,1,-124.64708728053556,188.580291005291,91.0,52.0,2057.6600000000003
15,1362853,26505,50,0,1,F ,2,NJ  ,4561143213628530.0,1.0,0.0,1073.95,-138.46842105263158,526.59,19.0,3.0,,-154.47882352941176,234.81653846153847,51.0,26.0,0.5140560598088222,13628532.0,1.0,3648.96,1875.77,-109.572,40.9425,5.0,16.0,1.116030218583994,13628533.0,1.0,918.64,1025.23,1,1,1,-134.1730815273478,267.4496794871795,75.0,45.0,1827.05
16,1363261,19494,46,6,0,F ,1,NY  ,4561143213632610.0,1.0,143.33,1000.0,-129.74666666666667,352.4083333333333,39.0,12.0,6.976906439684643,-112.3991935483871,209.02428571428567,62.0,21.0,0.3838310721870647,13632612.0,1.0,4185.93,1606.69,-128.66400000000002,90.77470588235292,15.0,17.0,0.4284004256073772,13632613.0,0.0,676.68,289.89,1,1,1,-123.60328673835126,217.40244164332398,116.0,50.0,896.5799999999999
17,1363179,19334,42,2,2,F ,4,IL  ,,,,0.0,0.0,0.0,0.0,0.0,,-92.08792452830188,128.255,53.0,18.0,0.01406793239726,13631792.0,1.0,2608.77,36.7,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,-30.695974842767296,42.751666666666665,53.0,18.0,36.7
18,1363057,6493,74,4,0,F ,2,NY  ,4561143213630570.0,1.0,1010.39,938.43,-108.6505,374.6983333333333,40.0,12.0,0.9287799760488524,0.0,0.0,0.0,0.0,,,,,0.0,-158.48600000000002,34.71,10.0,19.0,0.5991495289099609,13630573.0,1.0,2311.66,1385.03,0,1,1,-89.0455,136.46944444444443,50.0,31.0,446.6
19,1363444,3171,22,1,1,F ,2,CA  ,4561143213634440.0,1.0,0.0,1000.0,-116.40152173913044,487.3911111111112,46.0,9.0,,-38.91707692307693,187.11461538461532,65.0,13.0,0.4126043304705455,13634442.0,1.0,165.34,68.22,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-51.772866220735786,224.8352421652422,111.0,22.0,-931.78
20,1362649,8976,28,7,1,F ,2,NY  ,4561143213626490.0,1.0,187.17,1000.0,-100.5160294117647,506.66083333333336,68.0,12.0,5.342736549660737,-45.28753623188406,201.3753333333333,69.0,15.0,0.2262399762399762,13626492.0,1.0,134.68,30.47,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-48.60118854788292,236.01205555555555,137.0,27.0,-969.53
21,1362567,30664,56,6,1,F ,2,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-155.1240909090909,169.0774193548387,22.0,31.0,1.5515347139474205,13625673.0,1.0,3314.95,5143.26,0,0,1,-51.708030303030306,56.35913978494623,22.0,31.0,5143.26
22,1363383,21751,64,4,0,M ,2,CO  ,4561143213633830.0,1.0,1069.93,0.0,0.0,156.43285714285713,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,0.0,52.14428571428571,0.0,7.0,0.0
23,1363036,24326,60,0,0,F ,2,WI  ,4561143213630360.0,1.0,0.0,1200.0,-126.5542105263158,456.06125,38.0,8.0,,-113.424776119403,206.6147619047619,67.0,21.0,0.0125260833880996,13630362.0,1.0,3301.91,41.36,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-79.99299554857294,220.892003968254,105.0,29.0,-1158.64
24,1362506,76087,52,2,1,M ,2,CA  ,4561143213625060.0,1.0,0.0,4216.53,-464.80045454545456,1001.5133333333332,22.0,6.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,-154.93348484848485,333.8377777777777,22.0,6.0,-4216.53
25,1362832,56597,31,1,2,F ,2,MI  ,4561143213628320.0,1.0,0.0,8500.0,-323.19642857142856,549.5,28.0,1.0,,-126.81641791044775,385.5835,67.0,20.0,0.0585379817038989,13628322.0,1.0,838.43,49.08,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-150.00428216062542,311.6945,95.0,21.0,-8450.92
26,1362975,36330,46,6,1,M ,2,NB  ,4561143213629750.0,1.0,556.1,525.5,-167.70736842105262,272.4725,19.0,12.0,0.944973925552958,-102.68629032258065,426.0946666666667,62.0,15.0,1.0963766711877545,13629752.0,0.0,258.05,282.92,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-90.1312195812111,232.85572222222223,81.0,27.0,-242.57999999999998
27,1363301,39991,40,0,0,F ,1,AZ  ,,,,0.0,0.0,0.0,0.0,0.0,,-207.5584615384616,218.6312,52.0,25.0,0.0507838095780747,13633012.0,1.0,5616.16,285.21,-235.0844444444444,101.845,9.0,22.0,1.4267838216691169,13633013.0,1.0,292.49,417.32,1,0,1,-147.54763532763533,106.8254,61.0,47.0,702.53
28,1362771,24344,32,2,2,F ,2,IL  ,4561143213627710.0,1.0,1127.54,1200.0,-121.7213559322034,601.3858333333334,59.0,12.0,1.0642637955194494,-43.902972972972975,293.51363636363635,74.0,11.0,0.8755168795901994,13627712.0,1.0,162.03,141.86,-153.86583333333334,173.6,12.0,23.0,10.97356070814553,13627713.0,1.0,215.21,2361.62,1,1,1,-106.4967207461699,356.16648989898994,145.0,46.0,1303.48
29,1362893,0,15,7,0,M ,1,OR  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-128.2625,66.60611111111112,4.0,18.0,3.360395085521561,13628933.0,1.0,290.57,976.43,0,0,1,-42.75416666666666,22.20203703703704,4.0,18.0,976.43
30,1363097,21663,54,4,1,F ,2,HI  ,4561143213630970.0,1.0,872.15,1100.0,-111.81365853658536,368.02,41.0,12.0,1.2612509316058018,-46.20449275362319,230.3192307692308,69.0,13.0,0.1208981001727115,13630972.0,1.0,220.02,26.6,-87.96000000000001,13.744615384615384,4.0,13.0,0.0560401221107719,13630973.0,1.0,183.44,10.28,1,1,1,-81.99271709673619,204.0279487179487,114.0,38.0,-1063.12
31,1363158,13148,48,8,0,M ,1,OH  ,4561143213631580.0,1.0,364.24,121.67,0.0,23.534166666666668,0.0,12.0,0.3340379969251043,-86.71961538461538,39.80176470588236,26.0,17.0,0.406447900840867,13631582.0,1.0,2659.16,1080.81,-145.04999999999998,92.87588235294118,3.0,17.0,2.4777384428538203,13631583.0,1.0,773.98,1917.72,1,1,1,-77.25653846153845,52.0706045751634,29.0,46.0,2876.8599999999997
32,1362485,22690,25,4,0,F ,1,NY  ,4561143213624850.0,1.0,282.38,1100.0,-117.45947368421054,494.4966666666666,57.0,12.0,3.895460018414902,-77.37805970149253,313.7525,67.0,16.0,0.216846219849366,13624852.0,1.0,209.78,45.49,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-64.94584446190102,269.4163888888889,124.0,28.0,-1054.51
33,1362546,10025,35,5,0,F ,2,NY  ,4561143213625460.0,1.0,2340.61,1292.63,-117.56382352941176,759.9741666666667,68.0,12.0,0.5522620171664652,-95.91548387096776,168.721,62.0,20.0,0.0319249427021982,13625462.0,1.0,2657.17,84.83,-45.08,52.542,4.0,20.0,8.224831936260271,13625463.0,1.0,120.49,991.01,1,1,1,-86.1864358001265,327.0790555555556,134.0,52.0,-216.7900000000002
34,1362954,43317,30,0,3,F ,2,CA  ,4561143213629540.0,1.0,0.0,1226.12,-269.1551612903225,889.7112500000001,31.0,8.0,,-198.2855555555556,203.885925925926,54.0,27.0,0.0548281431392604,13629542.0,1.0,5504.29,301.79,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-155.81357228195938,364.53239197530866,85.0,35.0,-924.3299999999999
35,1363015,24545,52,2,1,F ,2,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,-55.01734375,265.4323076923077,64.0,13.0,0.7469122504667529,13630152.0,1.0,278.52,208.03,0.0,0.48,0.0,12.0,1.0151495226322296,13630153.0,1.0,380.21,385.97,1,0,1,-18.339114583333334,88.6374358974359,64.0,25.0,594.0
36,1363219,18036,36,6,2,F ,2,NY  ,4561143213632190.0,1.0,227.47,1000.0,-111.75372549019608,414.2383333333333,51.0,12.0,4.396184112190618,-113.63857142857144,136.2357142857143,63.0,21.0,0.0031214489459891,13632192.0,1.0,4312.1,13.46,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-75.13076563958917,183.4913492063492,114.0,33.0,-986.54
37,1363484,10244,52,2,0,F ,1,MN  ,4561143213634840.0,1.0,867.01,408.08,-123.0473076923077,333.67,26.0,11.0,0.4706750787188152,-93.33833333333334,167.0225,54.0,16.0,0.0896050319688424,13634842.0,1.0,2600.97,233.06,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-72.12854700854702,166.8975,80.0,27.0,-175.01999999999998
38,1362811,8011,82,2,0,F ,2,PA  ,4561143213628110.0,1.0,109.23,1000.0,-105.0629411764706,373.92333333333335,51.0,12.0,9.154994049253869,-89.76557142857143,233.08411764705883,70.0,17.0,0.1071431318998346,13628112.0,1.0,2599.7,278.54,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-64.94283753501401,202.33581699346405,121.0,29.0,-721.46
39,1362607,24450,44,4,1,M ,2,WA  ,4561143213626070.0,1.0,1957.45,903.36,-140.4362,736.2336363636364,50.0,11.0,0.461498377991775,-62.421875,258.0013333333333,64.0,15.0,0.5693463354122876,13626072.0,1.0,290.21,165.23,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-67.61935833333334,331.4116565656566,114.0,26.0,-738.13
40,1363280,7571,23,2,1,F ,4,TN  ,4561143213632800.0,1.0,328.17,1000.0,-105.755,437.9225,56.0,12.0,3.0472011457476307,-67.68573770491803,196.35047619047617,61.0,21.0,0.9794992743105948,13632802.0,1.0,275.6,269.95,-87.70777777777778,94.9092,9.0,25.0,13.769522426589225,13632803.0,1.0,123.96,1706.87,1,1,1,-87.0495051608986,243.0607253968254,126.0,58.0,976.8199999999999
41,1362872,17099,47,7,2,F ,3,CA  ,4561143213628720.0,1.0,292.41,1000.0,-115.9122641509434,458.4433333333333,53.0,12.0,3.4198556820902155,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,-38.6374213836478,152.81444444444443,53.0,12.0,-1000.0
42,1363076,47083,43,3,1,F ,2,NY  ,4561143213630760.0,1.0,6842.2,770.56,-306.4246153846154,1182.8441666666668,26.0,12.0,0.112618748355792,-129.51573770491802,293.7075,61.0,24.0,0.073249308866105,13630762.0,1.0,918.78,67.3,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-145.31345102984446,492.18388888888893,87.0,36.0,-703.26
43,1362729,0,13,5,0,M ,1,NY  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.15,0.0,12.0,1.0149489245079313,13627293.0,1.0,120.41,122.21,0,0,1,0.0,0.049999999999999996,0.0,12.0,122.21
44,1362668,0,13,5,0,M ,1,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-59.73615384615385,78.205,13.0,26.0,6.875181150951335,13626683.0,1.0,213.91,1470.67,0,0,1,-19.912051282051284,26.06833333333333,13.0,26.0,1470.67
45,1362933,19823,55,5,1,M ,2,OR  ,4561143213629330.0,1.0,767.27,899.08,-125.96241379310344,300.7708333333333,29.0,12.0,1.171790894991333,-44.265,187.91470588235296,70.0,17.0,1.8058423570888944,13629332.0,1.0,119.13,215.13,-133.1275,20.072857142857146,4.0,14.0,0.0639446160717608,13629333.0,1.0,268.67,17.18,1,1,1,-101.11830459770114,169.58613211951447,103.0,43.0,-666.77
46,1362586,24476,46,6,0,F ,1,VA  ,4561143213625860.0,1.0,1374.28,3700.0,-117.02410256410256,215.25833333333333,39.0,12.0,2.6923188869808192,-41.25865671641791,190.53266666666664,67.0,15.0,1.554005722460658,13625862.0,1.0,167.76,260.7,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-52.76091976017349,135.26366666666664,106.0,27.0,-3439.3
47,1363402,24368,63,3,0,F ,1,NY  ,4561143213634020.0,1.0,1119.41,1200.0,-67.123,120.45666666666666,20.0,12.0,1.0719932821754317,-138.32203389830508,232.19904761904763,59.0,21.0,0.0029200713930136,13634022.0,1.0,3294.44,9.62,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-68.4816779661017,117.55190476190477,79.0,33.0,-1190.38
48,1362525,6300,77,7,0,F ,1,IL  ,4561143213625250.0,1.0,2901.68,1051.01,-118.49454545454546,923.1116666666668,77.0,12.0,0.3622074108792148,-39.570882352941176,210.82416666666663,68.0,12.0,0.3724947360212119,13625252.0,1.0,256.46,95.53,-97.92357142857142,66.66285714285715,14.0,21.0,1.1012120147549622,13625253.0,1.0,284.65,313.46,1,1,1,-85.32966641201935,400.19956349206353,159.0,45.0,-642.02
49,1362851,51608,39,4,0,M ,1,TX  ,,,,0.0,0.0,0.0,0.0,0.0,,-262.178,442.4008333333333,65.0,24.0,0.090081757300366,13628512.0,1.0,7059.92,635.97,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,-87.39266666666667,147.46694444444444,65.0,24.0,635.97
50,1363259,7335,28,7,1,M ,2,CA  ,4561143213632590.0,1.0,380.61,334.29,-113.63025,383.0741666666666,40.0,12.0,0.8783006226846378,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,-37.87675,127.69138888888887,40.0,12.0,-334.29
51,1362912,29064,35,5,3,M ,2,NY  ,4561143213629120.0,1.0,1299.01,1500.0,-87.8175,148.33583333333334,20.0,12.0,1.1547255217434815,-61.88057971014493,316.0515384615385,69.0,13.0,0.0729256388171116,13629122.0,1.0,174.15,12.7,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-49.899359903381644,154.7957905982906,89.0,25.0,-1487.3
52,1362708,15246,29,4,0,M ,1,NY  ,4561143213627080.0,1.0,275.64,1000.0,-80.39666666666666,91.1375,21.0,12.0,3.627920475983167,-36.44597014925373,155.515625,67.0,16.0,1.1659390208989409,13627082.0,1.0,279.44,325.81,-112.05111111111113,46.19722222222222,18.0,18.0,0.7631784455296243,13627083.0,1.0,5006.85,3821.12,1,1,1,-76.29791597567718,97.61678240740741,106.0,46.0,3146.9300000000003
53,1362973,17242,60,0,0,F ,1,PA  ,4561143213629730.0,1.0,0.0,734.81,-102.0475,296.458,36.0,10.0,,-99.80983050847458,199.178,59.0,20.0,0.3204137685036561,13629732.0,1.0,2803.5,898.28,-71.1,38.345882352941175,5.0,17.0,1.1303387981987054,13629733.0,1.0,2273.92,2570.3,1,1,1,-90.9857768361582,177.9939607843137,100.0,47.0,2733.77
54,1363442,144157,58,5,0,M ,2,TX  ,,,,0.0,0.0,0.0,0.0,0.0,,-226.6582894736842,1271.51,76.0,13.0,0.1151544413808876,13634422.0,1.0,787.03,90.63,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,-75.55276315789473,423.83666666666664,76.0,13.0,90.63
55,1362769,27885,34,3,0,F ,1,CA  ,4561143213627690.0,1.0,0.0,553.09,-138.42382352941175,593.3314285714285,34.0,7.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,-46.141274509803914,197.77714285714285,34.0,7.0,-553.09
56,1362565,27492,49,9,0,F ,1,CA  ,4561143213625650.0,1.0,829.07,1358.19,-138.102,420.9066666666667,40.0,12.0,1.6382090776412124,-210.69134615384613,237.9973913043478,52.0,23.0,0.0471190264709921,13625652.0,1.0,5753.09,271.08,-119.272,81.18933333333332,5.0,15.0,2.944069069069069,13625653.0,1.0,319.68,941.16,1,1,1,-156.02178205128203,246.69779710144928,97.0,50.0,-145.95000000000005
57,1363238,5788,35,5,2,F ,2,TX  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.24,0.0,12.0,1.0151970872249485,13632383.0,1.0,189.51,192.39,0,0,1,0.0,0.08,0.0,12.0,192.39
58,1362891,0,15,7,0,F ,1,OR  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-117.745,96.48,4.0,15.0,2.2713973059586774,13628913.0,1.0,767.62,1743.57,0,0,1,-39.248333333333335,32.160000000000004,4.0,15.0,1743.57
59,1362830,10933,18,3,0,F ,1,PA  ,4561143213628300.0,1.0,640.41,88.21,-119.99136363636364,271.95166666666665,22.0,12.0,0.1377398853859246,-51.922,210.50611111111112,65.0,18.0,4.630928377312177,13628302.0,1.0,114.07,528.25,-89.535,11.138571428571428,4.0,14.0,0.1499915923995291,13628303.0,1.0,237.88,35.68,1,1,1,-87.14945454545455,164.5321164021164,91.0,44.0,475.71999999999997
60,1363217,15724,41,1,0,F ,1,CA  ,4561143213632170.0,1.0,571.04,944.16,-137.15671875,708.7366666666667,64.0,12.0,1.6534043149341553,-97.1277049180328,241.18785714285715,61.0,14.0,0.0415731055519823,13632172.0,0.0,2658.69,110.53,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-78.09480788934427,316.64150793650794,125.0,26.0,-833.63
61,1363013,4435,65,5,0,F ,2,NY  ,4561143213630130.0,1.0,844.1,1000.0,-98.46884057971016,559.8183333333333,69.0,12.0,1.1846937566639024,-37.288939393939394,137.124375,66.0,16.0,0.0516298558341026,13630132.0,1.0,281.62,14.54,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-45.25259332454985,232.3142361111111,135.0,28.0,-985.46
62,1363095,12396,60,0,0,F ,2,NY  ,,,,0.0,0.0,0.0,0.0,0.0,,-73.48519999999999,187.1057142857143,50.0,14.0,0.1512669279110374,13630952.0,1.0,1242.77,187.99,-141.30363636363634,25.37333333333333,11.0,15.0,0.4250002447932476,13630953.0,1.0,2042.54,868.08,1,0,1,-71.59627878787877,70.8263492063492,61.0,29.0,1056.0700000000002
63,1363482,9129,66,6,0,M ,2,CO  ,4561143213634820.0,0.0,2917.91,355.26,-107.22878048780488,887.1825,41.0,8.0,0.1217515276345055,0.0,0.0,0.0,0.0,,,,,0.0,-96.991,66.723,10.0,20.0,3.9917931883463273,13634823.0,1.0,121.85,486.4,0,1,1,-68.07326016260163,317.9685,51.0,28.0,131.14
64,1362687,7431,37,7,1,F ,2,OR  ,4561143213626870.0,1.0,0.0,481.97,-99.98375,388.2157142857142,32.0,7.0,,-62.17833333333334,218.8678947368421,66.0,19.0,1.3918086782185308,13626872.0,1.0,139.66,194.38,-111.159,87.17052631578947,10.0,19.0,1.960971822785257,13626873.0,1.0,566.77,1111.42,1,1,1,-91.10702777777777,231.41804511278193,108.0,45.0,823.8300000000002
65,1362605,16957,34,4,0,F ,2,TN  ,4561143213626050.0,1.0,705.21,1000.0,-168.58263157894737,245.8675,19.0,12.0,1.41801732817175,-46.2756862745098,100.56142857142856,51.0,21.0,0.0306118464722189,13626052.0,1.0,256.11,7.84,0.0,1.505,0.0,12.0,1.0304101838755304,13626053.0,1.0,593.88,611.94,1,1,1,-71.61943928448572,115.97797619047618,70.0,45.0,-380.2199999999999
66,1362952,7633,53,3,0,F ,2,WA  ,4561143213629520.0,1.0,3038.8,782.77,-138.4532142857143,519.865,28.0,12.0,0.2575918125575885,-63.56708333333333,272.7888888888889,48.0,9.0,0.4426545247155399,13629522.0,1.0,1069.57,473.45,0.0,0.29,0.0,3.0,1.003751778860667,13629523.0,0.0,231.89,232.76,1,1,1,-67.34009920634921,264.3146296296296,76.0,24.0,-76.55999999999995
67,1363339,0,14,6,0,F ,1,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-80.78999999999999,59.690000000000005,15.0,26.0,2.864630736334229,13633393.0,1.0,182.39,522.48,0,0,1,-26.929999999999996,19.89666666666667,15.0,26.0,522.48
68,1363421,1982,28,7,0,M ,1,CA  ,4561143213634210.0,1.0,2828.16,814.67,-134.35333333333332,648.8258333333333,42.0,12.0,0.2880565455985517,-103.8338596491228,210.6275,57.0,20.0,0.3499971426938683,13634212.0,1.0,2624.85,918.69,-81.53916666666667,57.90235294117648,12.0,17.0,1.0306095843979766,13634213.0,1.0,191.77,197.64,1,1,1,-106.57545321637427,305.7852287581699,111.0,49.0,301.65999999999997
69,1362727,81509,41,1,1,F ,2,NY  ,4561143213627270.0,0.0,3673.82,0.0,-409.4116666666666,1619.6614285714284,18.0,7.0,0.0,-141.68507462686566,638.4300000000001,67.0,14.0,0.4140221558087715,13627272.0,1.0,946.93,392.05,0.0,11.323333333333332,0.0,12.0,1.0151034163865622,13627273.0,1.0,8996.64,9132.52,1,1,1,-183.69891376451073,756.4715873015872,85.0,33.0,9524.57
